PhraseId,SentenceId,Phrase,Sentiment
93697,4886,Love Liza is a festival film that would have been better off staying on the festival circuit .,Negative
93713,4887,"Simple , poignant and leavened with humor , it 's a film that affirms the nourishing aspects of love and companionship .",Positive
93732,4888,Presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency .,Positive
93755,4889,This seductive tease of a thriller gets the job done .,Positive
93762,4890,The movie is ingenious fun .,Positive
93766,4891,Noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,Positive
93793,4892,It 's a fanboy ` what if ? ',Positive
93802,4893,"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",Positive
93818,4894,As plain and pedestrian as catsup --,Negative
93824,4895,` Like a child with an important message to tell ... -LRB- Skins ' -RRB- faults are easy to forgive because the intentions are lofty . ',Positive
93849,4896,It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,Negative
93864,4897,"When your subject is illusion versus reality , should n't the reality seem at least passably real ?",Negative
93878,4898,This is the kind of movie that gets a quick release before real contenders arrive in September .,Negative
93894,4899,"For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",Positive
93917,4900,"You can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer .",Positive
93936,4901,If only Merchant paid more attention the story .,Negative
93942,4902,"As the princess , Sorvino glides gracefully from male persona to female without missing a beat .",Positive
93958,4903,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,Negative
93974,4904,"Though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",Positive
94002,4905,"It 's a brilliant , honest performance by Nicholson , but the film is an agonizing bore except when the fantastic Kathy Bates turns up .",Positive
94028,4906,cynical and serious look at teenage boys doing what they do best - being teenagers .,Positive
94042,4907,"This is for the most part a useless movie , even with a great director at the helm .",Negative
94059,4908,"Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .",Negative
94080,4909,"Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",Positive
94103,4910,"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",Negative
94125,4911,Yet another weepy Southern bore-athon .,Positive
94131,4912,"It 's actually pretty funny , but in all the wrong places .",Positive
94141,4913,"Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose .",Negative
94164,4914,Bottom-rung New Jack City wannabe .,Negative
94170,4915,There is a general air of exuberance in All About The Benjamins that 's hard to resist .,Positive
94183,4916,"There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .",Positive
94204,4917,"The film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .",Positive
94227,4918,Playfully profound ... and crazier than Michael Jackson on the top floor of a skyscraper nursery surrounded by open windows .,Positive
94251,4919,"-LRB- Gosling 's -RRB- combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character .",Positive
94270,4920,Both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .,Positive
94294,4921,"Dense , exhilarating documentary .",Positive
94298,4922,Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,Negative
94312,4923,"As it stands , Crocodile Hunter has the hurried , badly cobbled look of the 1959 Godzilla , which combined scenes of a Japanese monster flick with canned shots of Raymond Burr commenting on the monster 's path of destruction .",Negative
94353,4924,Those of you who are not an eighth grade girl will most likely doze off during this one .,Negative
94368,4925,is that it 's a crime movie made by someone who obviously knows nothing about crime .,Negative
94383,4926,"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",Positive
94405,4927,A noble failure .,Negative
94408,4928,Becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .,Negative
94421,4929,"As ex-Marine Walter , who may or may not have shot Kennedy , actor Raymond J. Barry is perfectly creepy and believable .",Positive
94442,4930,"It 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",Positive
94466,4931,Until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,Negative
94497,4932,I liked a lot of the smaller scenes .,Positive
94505,4933,Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .,Positive
94519,4934,"but rather , ` How can you charge money for this ? '",Negative
94529,4935,What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .,Positive
94544,4936,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",Negative
94568,4937,"No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .",Negative
94605,4938,Insanely hilarious !,Positive
94607,4939,"There is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .",Negative
94633,4940,"The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .",Positive
94675,4941,The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,Negative
94703,4942,"A waterlogged version of ` Fatal Attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads .",Negative
94729,4943,"Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .",Positive
94748,4944,Completely creatively stillborn and executed in a manner that I 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .,Negative
94774,4945,"There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .",Positive
94803,4946,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",Negative
94843,4947,Insufferably naive .,Negative
94846,4948,Animated drivel meant to enhance the self-image of drooling idiots .,Negative
94859,4949,The performances are remarkable .,Positive
94862,4950,Tries so hard to be quirky and funny that the strain is all too evident .,Negative
94874,4951,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,Positive
94887,4952,"-LRB- Creates -RRB- the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",Negative
94907,4953,"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .",Positive
94952,4954,Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle 's carpets .,Negative
94974,4955,"A smart , sassy and exceptionally charming romantic comedy .",Positive
94981,4956,"Yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family ...",Negative
95027,4957,"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",Negative
95051,4958,"These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .",Negative
95084,4959,No amount of good acting is enough to save Oleander 's uninspired story .,Negative
95096,4960,No amount of nostalgia for Carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .,Negative
95118,4961,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,Negative
95140,4962,More likely to have you scratching your head than hiding under your seat .,Negative
95150,4963,The beauty of the piece is that it counts heart as important as humor .,Positive
95163,4964,This is NOT a retread of `` Dead Poets ' Society . '',Positive
95172,4965,Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .,Positive
95198,4966,"A directorial tour de force by Bernard Rose , ivans xtc .",Positive
95210,4967,May be the most undeserving victim of critical overkill since Town and Country .,Positive
95224,4968,A straight-ahead thriller that never rises above superficiality .,Negative
95232,4969,"It tends to remind one of a really solid Woody Allen film , with its excellent use of New York locales and sharp writing",Positive
95254,4970,Films are made of little moments .,Positive
95259,4971,"In a strange way , Egoyan has done too much .",Positive
95268,4972,Wise and deadpan humorous .,Positive
95271,4973,"Instead of panoramic sweep , Kapur gives us episodic choppiness , undermining the story 's emotional thrust .",Negative
95288,4974,It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .,Negative
95307,4975,"The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .",Positive
95333,4976,` What 's the Russian word for Wow !? ',Positive
95343,4977,Pascale Bailly 's rom-com,Positive
95361,4978,A very pretty after-school special .,Positive
95366,4979,Catch it ... if you can !,Positive
95372,4980,This real-life Hollywood fairy-tale is more engaging than the usual fantasies Hollywood produces .,Positive
95385,4981,It is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph .,Positive
95403,4982,Shallow .,Negative
95404,4983,Screenwriter Dan Schneider and director Shawn Levy substitute volume and primary colors for humor and bite .,Positive
95422,4984,A film that will enthrall the whole family .,Positive
95429,4985,"True to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` The Country Bears ' should never have been brought out of hibernation .",Negative
95460,4986,"The filmmakers are playing to the Big Boys in New York and L.A. To that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .",Negative
95498,4987,"The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",Negative
95536,4988,-LRB- T -RRB- oo many of these gross out scenes ...,Negative
95545,4989,"It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .",Positive
95564,4990,"To others , it will remind them that Hong Kong action cinema is still alive and kicking .",Positive
95579,4991,A poignant comedy that offers food for thought .,Positive
95587,4992,About as original as a gangster sweating bullets while worrying about a contract on his life .,Positive
95605,4993,"Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",Negative
95631,4994,"While the story 's undeniably hard to follow , Iwai 's gorgeous visuals seduce .",Positive
95641,4995,Extraordinary debut from Josh Koury .,Positive
95647,4996,Smothered by its own solemnity .,Positive
95654,4997,"Even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern .",Positive
95680,4998,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",Negative
95705,4999,"Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .",Positive
95720,5000,"It 's as sorry a mess as its director 's diabolical debut , Mad Cows .",Negative
95734,5001,"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",Negative
95763,5002,"As for children , they wo n't enjoy the movie at all .",Negative
95771,5003,It 's no lie -- Big Fat Liar is a real charmer .,Positive
95778,5004,"A witty , low-key romantic comedy .",Positive
95783,5005,"Streamlined to a tight , brisk 85-minute screwball thriller , `` Big Trouble '' is funny , harmless and as substantial as a tub of popcorn with extra butter .",Positive
95813,5006,Death might be a release .,Negative
95818,5007,"Spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",Positive
95841,5008,"If you go , pack your knitting needles .",Negative
95851,5009,"Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .",Positive
95885,5010,"Much of The Lady and the Duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",Positive
95917,5011,The movie is pretty funny now and then without in any way demeaning its subjects .,Positive
95928,5012,A movie that 's held captive by mediocrity .,Negative
95936,5013,"It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .",Positive
95965,5014,"Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing , Who Is Cletis Tout ?",Positive
95993,5015,It 's probably worth catching solely on its visual merits .,Positive
96002,5016,"Bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",Positive
96026,5017,"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",Negative
96059,5018,"A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .",Positive
96082,5019,A major waste ... generic .,Negative
96087,5020,"-LRB- Johnnie To and Wai Ka Fai are -RRB- sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",Negative
96126,5021,The movie is a dud .,Negative
96129,5022,It 's a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure .,Positive
96143,5023,"It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .",Positive
96168,5024,A great script brought down by lousy direction .,Negative
96176,5025,"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",Negative
96203,5026,It 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,Negative
96226,5027,"No Such Thing is sort of a minimalist Beauty and the Beast , but in this case the Beast should definitely get top billing .",Positive
96248,5028,This picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,Negative
96287,5029,Tells -LRB- the story -RRB- with such atmospheric ballast that shrugging off the plot 's persnickety problems is simply a matter of -LRB- being -RRB- in a shrugging mood .,Positive
96313,5030,"Fast-paced and wonderfully edited , the film is extremely thorough .",Positive
96323,5031,Gives everyone something to shout about .,Positive
96327,5032,"A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film is less successful on other levels .",Positive
96353,5033,There are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,Negative
96376,5034,into How Long Is This Movie ?,Negative
96380,5035,"When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .",Negative
96403,5036,"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",Negative
96429,5037,But what is missing from it all is a moral .,Negative
96438,5038,OK arthouse .,Positive
96441,5039,"The film , while not exactly assured in its execution , is notable for its sheer audacity and openness .",Positive
96458,5040,"Not only a reminder of how they used to make movies , but also how they sometimes still can be made .",Positive
96476,5041,"True to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .",Negative
96502,5042,It follows the basic plot trajectory of nearly every Schwarzenegger film : Someone crosses Arnie .,Positive
96519,5043,The hot topics of the plot are relegated to the background -- a welcome step forward from the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty .,Positive
96550,5044,contrasting the original Ringu with the current Americanized adaptation is akin to comparing The Evil Dead with Evil Dead II,Negative
96570,5045,"There are so few films about the plight of American Indians in modern America that Skins comes as a welcome , if downbeat , missive from a forgotten front .",Positive
96600,5046,"Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding .",Positive
96620,5047,"While there 's likely very little crossover appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics -RRB- , Much Ado About Something is an amicable endeavor .",Positive
96663,5048,The film is a fierce dance of destruction .,Positive
96669,5049,It 's impossible to even categorize this as a smutty guilty pleasure .,Negative
96683,5050,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,Negative
96719,5051,And that makes all the difference .,Positive
96724,5052,"It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such .",Negative
96748,5053,Like being invited to a classy dinner soiree and not knowing anyone .,Positive
96761,5054,What we get in FearDotCom is more like something from a bad Clive Barker movie .,Negative
96777,5055,Knockaround Guys plays like a student film by two guys who desperately want to be Quentin Tarantino when they grow up .,Negative
96791,5056,"The story is lacking any real emotional impact , and the plot is both contrived and cliched .",Negative
96804,5057,You 'll probably love it .,Positive
96807,5058,One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,Negative
96829,5059,Cynics need not apply . ',Positive
96833,5060,"An involving , inspirational drama that sometimes falls prey to its sob-story trappings .",Positive
96847,5061,"A sense of real magic , perhaps .",Positive
96853,5062,Bouquet gives a performance that is masterly .,Positive
96860,5063,"Yes , Spirited Away is a triumph of imagination , but it 's also a failure of storytelling .",Negative
96873,5064,"s face is chillingly unemotive , yet he communicates a great deal in his performance .",Positive
96886,5065,Shrewd but pointless .,Negative
96889,5066,"A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .",Positive
96929,5067,"If all of Eight Legged Freaks was as entertaining as the final hour , I would have no problem giving it an unqualified recommendation .",Positive
96949,5068,"A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultures .",Positive
96980,5069,"A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",Positive
96996,5070,A high-minded snoozer .,Negative
97000,5071,"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .",Positive
97036,5072,"A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",Negative
97058,5073,The camera twirls !,Positive
97061,5074,This version does justice both to Stevenson and to the sci-fi genre .,Positive
97073,5075,"A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .",Negative
97089,5076,"If you are into splatter movies , then you will probably have a reasonably good time with The Salton Sea .",Positive
97107,5077,"They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .",Positive
97132,5078,Hate it because it 's lousy .,Negative
97137,5079,"Nicks refuses to let Slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .",Positive
97164,5080,"Director Lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",Positive
97186,5081,"... a movie that , quite simply , should n't have been made .",Negative
97197,5082,"- style cross-country adventure ... it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack .",Positive
97223,5083,"Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .",Negative
97254,5084,The film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .,Positive
97273,5085,... an enjoyably frothy ` date movie ' ...,Positive
97280,5086,"... certainly an entertaining ride , despite many talky , slow scenes .",Positive
97292,5087,... a series of tales told with the intricate preciseness of the best short story writing .,Positive
97308,5088,"It 's a wonderful , sobering , heart-felt drama .",Positive
97318,5089,"The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .",Positive
97332,5090,"Its plot and animation offer daytime TV serviceability , but little more .",Negative
97344,5091,"On the evidence before us , the answer is clear : Not easily and , in the end , not well enough .",Negative
97361,5092,"It is not what you see , it is what you think you see .",Positive
97373,5093,Canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .,Positive
97399,5094,"Several uninteresting , unlikeable people do bad things to and with each other in `` Unfaithful . ''",Negative
97416,5095,Plays like the old disease-of-the-week small-screen melodramas .,Negative
97426,5096,"Alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life .",Positive
97454,5097,"If I want a real movie , I 'll buy the Criterion DVD .",Negative
97466,5098,"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",Positive
97496,5099,"Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",Positive
97532,5100,Video games are more involving than this mess .,Negative
97539,5101,Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .,Positive
97552,5102,None of the characters or plot-lines are fleshed-out enough to build any interest .,Negative
97566,5103,"Otherwise , this could be a passable date film .",Negative
97575,5104,"Are monsters born , or made ?",Positive
97581,5105,"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .",Negative
97604,5106,"A little melodramatic , but with enough hope to keep you engaged .",Positive
97615,5107,"Generic slasher-movie nonsense , but it 's not without style .",Positive
97624,5108,"A superlative B movie -- funny , sexy , and rousing .",Positive
97633,5109,It did n't go straight to video .,Positive
97639,5110,"The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .",Negative
97654,5111,Aan opportunity wasted .,Negative
97658,5112,This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,Negative
97674,5113,"It is bad , but certainly not without merit as entertainment .",Negative
97684,5114,"One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .",Positive
97704,5115,A bland animated sequel that hardly seems worth the effort .,Negative
97713,5116,"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",Negative
97731,5117,"From its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , Martin is a masterfully conducted work .",Positive
97753,5118,Poignant Japanese epic about adolescent anomie and heartbreak .,Positive
97761,5119,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .,Positive
97787,5120,An excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .,Negative
97801,5121,Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .,Negative
97828,5122,It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,Negative
97860,5123,"Uneven , self-conscious but often hilarious spoof .",Positive
97866,5124,Feeble comedy .,Negative
97868,5125,Many a parent and their teen -LRB- or preteen -RRB- kid could bond while watching A Walk To Remember .,Positive
97884,5126,"A Jewish WW II doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !",Positive
97907,5127,"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",Positive
97928,5128,"Austin Powers for the most part is extremely funny , the first part making up for any flaws that come later .",Positive
97945,5129,A collage,Positive
97954,5130,Psychologically revealing .,Positive
97956,5131,Serving Sara should be served an eviction notice at every theater stuck with it .,Negative
97969,5132,"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",Negative
97998,5133,All three women deliver remarkable performances .,Positive
98003,5134,Leigh makes these lives count .,Positive
98008,5135,"This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .",Positive
98030,5136,Meant to reduce Blake 's philosophy into a tragic coming-of-age saga punctuated by bursts of animator Todd McFarlane 's superhero dystopia .,Positive
98057,5137,But it also comes with the laziness and arrogance of a thing that already knows it 's won .,Negative
98077,5138,What 's really so appealing about the characters is their resemblance to everyday children .,Positive
98088,5139,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,Positive
98112,5140,A bore that tends to hammer home every one of its points .,Negative
98123,5141,"... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit .",Negative
98151,5142,It is quite a vision .,Positive
98155,5143,I like this movie a lot .,Positive
98159,5144,An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .,Positive
98193,5145,"An ugly , pointless , stupid movie .",Negative
98200,5146,"Ritchie may not have a novel thought in his head , but he knows how to pose Madonna .",Positive
98217,5147,Manages to delight without much of a story .,Positive
98222,5148,"The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .",Negative
98241,5149,"If you 're down for a silly hack-and-slash flick , you can do no wrong with Jason X.",Positive
98259,5150,"If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall .",Positive
98278,5151,"Her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .",Negative
98306,5152,"Bluto Blutarsky , we miss you .",Positive
98314,5153,You Should Pay Nine Bucks for This : Because you can hear about suffering Afghan refugees on the news and still be unaffected .,Positive
98337,5154,Eric Byler 's nuanced pic avoids easy sentiments and explanations ...,Positive
98349,5155,"While obviously aimed at kids , The Country Bears ... should keep parents amused with its low groan-to-guffaw ratio .",Positive
98369,5156,Wildly incompetent but brilliantly named Half Past Dead -- or for Seagal pessimists : Totally Past His Prime .,Negative
98384,5157,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",Negative
98403,5158,"You may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping .",Positive
98420,5159,"While it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight .",Positive
98447,5160,There 's no disguising this as one of the worst films of the summer .,Negative
98461,5161,"Coy but exhilarating , with really solid performances by Ving Rhames and Wesley Snipes .",Positive
98476,5162,"Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too .",Negative
98496,5163,There ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .,Positive
98510,5164,"No worse a film than Breaking Out , and Breaking Out was utterly charming .",Positive
98521,5165,"Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .",Positive
98559,5166,"Whether or not you buy Mr. Broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale Mr. Broomfield continues to force himself on people and into situations that would make lesser men run for cover .",Positive
98597,5167,"Third time 's the charm ... yeah , baby !",Positive
98606,5168,Quietly engaging .,Positive
98608,5169,"It all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .",Negative
98628,5170,"Sometimes this modest little number clicks , and sometimes it does n't .",Positive
98638,5171,It 's always enthralling .,Positive
98641,5172,Yet why it fails is a riddle wrapped in a mystery inside an enigma .,Negative
98656,5173,"Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .",Positive
98670,5174,If only it had the story to match .,Negative
98677,5175,"to be more engaging on an emotional level , funnier , and on the whole less detached .",Positive
98693,5176,about gays in what is essentially an extended soap opera,Negative
98701,5177,"It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling .",Negative
98729,5178,"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",Positive
98756,5179,`` The turntable is now outselling the electric guitar ... '',Positive
98768,5180,"Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .",Positive
98787,5181,"Sadly , as Blood Work proves , that was a long , long time ago .",Negative
98800,5182,"Like Showgirls and Glitter , the most entertaining moments here are unintentional .",Negative
98811,5183,The footage of the rappers at play and the prison interview with Suge Knight are just two of the elements that will grab you .,Positive
98837,5184,"Some Body will take you places you have n't been , and also places you have .",Positive
98851,5185,"The director , with his fake backdrops and stately pacing , never settles on a consistent tone .",Negative
98864,5186,"A little uneven to be the cat 's meow , but it 's good enough to be the purr .",Positive
98880,5187,"Like its script , which nurses plot holes gaping enough to pilot an entire Olympic swim team through , the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .",Negative
98917,5188,It 's surprisingly bland despite the heavy doses of weird performances and direction .,Negative
98930,5189,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,Negative
98947,5190,"An unencouraging threefold expansion on the former MTV series , accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc. .",Negative
98986,5191,"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",Negative
99004,5192,Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .,Positive
99021,5193,The observations of this social\/economic\/urban environment are canny and spiced with irony .,Positive
99035,5194,Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997 .,Negative
99055,5195,Generates an enormous feeling of empathy for its characters .,Positive
